Scheme,Throughput_Mbps
MADRL,573.24
MADRL,539.76
MADRL,539.16
MADRL,520.56
MADRL,568.68
MADRL,546.36
MADRL,552.48
MADRL,497.04
MADRL,564.0
MADRL,526.68
MADRL,482.64
MADRL,519.48
MADRL,501.0
MADRL,513.24
MADRL,537.84
MADRL,537.24
MADRL,498.12
MADRL,549.6
MADRL,497.88
MADRL,495.72
MADRL,570.72
MADRL,531.48
MADRL,513.24
MADRL,585.48
MADRL,509.52
MADRL,521.52
MADRL,540.0
MADRL,560.16
MADRL,509.04
MADRL,565.44
MADRL,491.76
MADRL,498.96
MADRL,477.12
MADRL,483.72
MADRL,473.88
MADRL,542.4
MADRL,514.56
MADRL,477.12
MADRL,504.24
MADRL,510.0
MADRL,487.44
MADRL,539.88
MADRL,495.84
MADRL,494.88
MADRL,493.32
MADRL,543.36
MADRL,548.28
MADRL,545.76
MADRL,558.12
MADRL,522.36
MADRL,508.8
MADRL,494.4
MADRL,398.88
MADRL,431.28
MADRL,493.2
MADRL,487.92
MADRL,473.52
MADRL,524.64
MADRL,461.16
MADRL,481.2
MADRL,436.92
MADRL,455.4
MADRL,496.92
MADRL,452.52
MADRL,477.6
MADRL,450.84
MADRL,492.96
MADRL,516.96
MADRL,483.24
MADRL,473.04
MADRL,481.32
MADRL,504.48
MADRL,465.36
MADRL,473.64
MADRL,481.56
MADRL,438.36
MADRL,429.84
MADRL,423.36
MADRL,474.12
MADRL,493.68
MADRL,478.08
MADRL,522.72
MADRL,447.96
MADRL,481.92
MADRL,454.56
MADRL,495.96
MADRL,454.44
MADRL,492.48
MADRL,498.6
MADRL,481.92
MADRL,468.0
MADRL,494.16
MADRL,515.28
MADRL,481.32
MADRL,497.76
MADRL,439.56
MADRL,482.52
MADRL,468.72
MADRL,508.32
MADRL,441.96
MADRL,445.2
MADRL,505.8
MADRL,444.72
MADRL,456.72
MADRL,448.32
MADRL,445.8
MADRL,499.08
MADRL,455.28
MADRL,471.72
MADRL,513.84
MADRL,507.0
MADRL,474.6
MADRL,522.24
MADRL,512.28
MADRL,455.04
MADRL,472.32
MADRL,441.12
MADRL,498.36
MADRL,465.24
MADRL,458.4
MADRL,504.84
MADRL,541.68
MADRL,487.32
MADRL,501.72
MADRL,497.64
MADRL,490.08
MADRL,485.4
MADRL,499.68
MADRL,442.2
MADRL,512.52
MADRL,497.28
MADRL,557.76
MADRL,496.92
MADRL,527.28
MADRL,496.56
MADRL,471.36
MADRL,544.92
MADRL,541.2
MADRL,458.88
MADRL,495.96
MADRL,487.44
MADRL,448.32
MADRL,495.36
MADRL,486.72
MADRL,478.2
MADRL,486.0
MADRL,461.52
MADRL,505.68
MADRL,470.64
MADRL,462.96
MADRL,425.88
MADRL,462.72
MADRL,446.04
MADRL,524.76
MADRL,541.2
MADRL,498.48
MADRL,503.88
MADRL,546.0
MADRL,511.08
MADRL,507.12
MADRL,519.72
MADRL,503.4
MADRL,452.76
MADRL,489.84
MADRL,493.68
MADRL,426.36
MADRL,557.88
MADRL,574.2
MADRL,491.88
MADRL,537.48
MADRL,527.52
MADRL,493.8
MADRL,492.12
MADRL,517.32
MADRL,533.76
MADRL,553.8
MADRL,473.28
MADRL,476.52
MADRL,517.56
MADRL,536.04
MADRL,531.12
MADRL,540.12
MADRL,502.56
MADRL,537.48
MADRL,503.64
MADRL,505.56
MADRL,529.08
MADRL,513.24
MADRL,546.12
MADRL,527.52
MADRL,561.0
MADRL,486.36
MADRL,472.32
MADRL,531.36
MADRL,529.8
MADRL,494.04
MADRL,568.8
MADRL,520.92
MADRL,495.0
MADRL,534.36
MADRL,486.0
MADRL,526.2
MADRL,516.96
MADRL,489.84
MADRL,550.92
MADRL,495.6
MADRL,483.84
MADRL,572.4
MADRL,492.6
MADRL,485.04
MADRL,578.16
MADRL,546.6
MADRL,547.8
MADRL,470.76
MADRL,493.92
MADRL,489.0
MADRL,503.04
MADRL,514.8
MADRL,517.2
MADRL,497.04
MADRL,577.68
MADRL,506.76
MADRL,515.88
MADRL,532.8
MADRL,520.68
MADRL,525.72
MADRL,515.28
MADRL,515.28
MADRL,518.16
MADRL,567.84
MADRL,482.52
MADRL,513.48
MADRL,472.92
MADRL,479.04
MADRL,501.6
MADRL,517.8
MADRL,508.2
MADRL,473.16
MADRL,556.68
MADRL,485.4
MADRL,491.76
MADRL,513.24
MADRL,529.2
MADRL,523.56
MADRL,519.36
MADRL,551.16
MADRL,553.56
MADRL,473.28
MADRL,513.48
MADRL,493.8
MADRL,558.6
MADRL,525.36
MADRL,446.76
MADRL,516.24
MADRL,527.76
MADRL,538.56
MADRL,585.36
MADRL,550.56
MADRL,542.76
MADRL,537.48
MADRL,543.24
MADRL,539.04
MADRL,566.76
MADRL,576.72
MADRL,558.48
MADRL,525.72
MADRL,571.44
MADRL,519.48
MADRL,505.56
MADRL,560.76
MADRL,581.4
MADRL,509.28
MADRL,523.32
MADRL,603.36
MADRL,529.56
MADRL,531.24
MADRL,554.64
MADRL,559.2
MADRL,560.16
MADRL,555.36
MADRL,556.56
MADRL,528.36
MADRL,547.68
MADRL,533.76
MADRL,470.04
MADRL,518.16
MADRL,544.92
MADRL,572.04
MADRL,536.64
MADRL,531.72
MADRL,521.28
MADRL,518.4
MADRL,503.4
MADRL,513.0
MADRL,573.36
MADRL,486.6
MADRL,525.84
MADRL,568.44
MADRL,495.48
MADRL,524.16
MADRL,503.64
MADRL,554.04
MADRL,574.08
MADRL,536.52
MADRL,505.2
MADRL,504.6
MADRL,567.12
MADRL,500.04
MADRL,564.24
MADRL,568.08
MADRL,540.72
MADRL,561.24
MADRL,557.04
MADRL,593.88
MADRL,511.56
MADRL,535.68
MADRL,514.08
MADRL,546.84
MADRL,524.4
MADRL,554.04
MADRL,572.28
MADRL,537.6
MADRL,512.76
MADRL,559.92
MADRL,548.52
MADRL,535.8
MADRL,500.28
MADRL,578.28
MADRL,488.52
MADRL,569.16
MADRL,540.12
MADRL,550.32
MADRL,563.64
MADRL,514.56
MADRL,447.24
MADRL,597.12
MADRL,517.68
MADRL,576.84
MADRL,540.36
MADRL,572.16
MADRL,546.6
MADRL,527.52
MADRL,538.68
MADRL,547.08
MADRL,560.64
MADRL,580.8
MADRL,540.36
MADRL,477.72
MADRL,507.36
MADRL,507.12
MADRL,581.04
MADRL,550.08
MADRL,460.08
MADRL,564.48
MADRL,484.68
MADRL,562.92
MADRL,538.56
MADRL,526.32
MADRL,550.56
MADRL,541.56
MADRL,594.72
MADRL,574.44
MADRL,537.36
MADRL,568.92
MADRL,525.36
MADRL,519.0
MADRL,526.44
MADRL,527.16
MADRL,504.72
MADRL,546.84
MADRL,531.96
MADRL,589.2
MADRL,544.08
MADRL,505.44
MADRL,570.84
MADRL,557.64
MADRL,569.64
MADRL,518.4
MADRL,587.76
MADRL,512.4
MADRL,532.92
MADRL,530.52
MADRL,497.4
MADRL,568.8
MADRL,533.04
MADRL,535.68
MADRL,590.16
MADRL,591.72
MADRL,579.0
MADRL,548.64
MADRL,564.72
MADRL,548.64
MADRL,528.48
MADRL,535.8
MADRL,516.72
MADRL,567.6
MADRL,547.44
MADRL,555.12
MADRL,575.4
MADRL,536.52
MADRL,606.84
MADRL,546.48
MADRL,522.36
MADRL,613.2
MADRL,495.72
MADRL,495.36
MADRL,480.0
MADRL,521.4
MADRL,525.0
MADRL,551.64
MADRL,532.2
MADRL,535.8
MADRL,472.68
MADRL,569.52
MADRL,567.0
MADRL,552.48
MADRL,542.64
MADRL,592.92
MADRL,557.04
MADRL,533.64
MADRL,575.76
MADRL,574.2
MADRL,516.48
MADRL,595.56
MADRL,518.28
MADRL,543.48
MADRL,531.24
MADRL,597.12
MADRL,565.2
MADRL,567.96
MADRL,542.64
MADRL,533.4
MADRL,583.8
MADRL,537.48
MADRL,474.36
MADRL,551.04
MADRL,489.36
MADRL,560.4
MADRL,517.32
MADRL,495.96
MADRL,578.28
MADRL,571.56
MADRL,480.84
MADRL,599.04
MADRL,537.48
MADRL,564.96
MADRL,531.96
MADRL,553.92
MADRL,554.52
MADRL,559.32
MADRL,541.32
MADRL,558.84
GRLR,591.6
GRLR,683.16
GRLR,637.56
GRLR,621.84
GRLR,605.4
GRLR,603.48
GRLR,684.6
GRLR,639.0
GRLR,630.72
GRLR,593.64
GRLR,593.04
GRLR,625.32
GRLR,617.04
GRLR,580.32
GRLR,651.72
GRLR,620.64
GRLR,585.72
GRLR,591.6
GRLR,609.24
GRLR,612.36
GRLR,692.16
GRLR,641.64
GRLR,638.28
GRLR,605.76
GRLR,558.84
GRLR,614.64
GRLR,618.24
GRLR,617.16
GRLR,643.68
GRLR,623.04
GRLR,576.72
GRLR,643.32
GRLR,593.4
GRLR,659.64
GRLR,564.24
GRLR,650.76
GRLR,649.2
GRLR,626.88
GRLR,621.24
GRLR,655.56
GRLR,627.72
GRLR,611.52
GRLR,583.56
GRLR,662.04
GRLR,624.6
GRLR,597.36
GRLR,640.2
GRLR,662.52
GRLR,634.92
GRLR,622.08
GRLR,646.08
GRLR,643.32
GRLR,599.16
GRLR,620.04
GRLR,639.84
GRLR,648.48
GRLR,620.4
GRLR,619.2
GRLR,593.88
GRLR,631.32
GRLR,645.6
GRLR,638.64
GRLR,618.96
GRLR,579.72
GRLR,594.12
GRLR,615.48
GRLR,614.64
GRLR,621.72
GRLR,666.24
GRLR,660.24
GRLR,553.56
GRLR,619.32
GRLR,621.12
GRLR,585.12
GRLR,587.52
GRLR,647.4
GRLR,606.12
GRLR,641.52
GRLR,622.08
GRLR,615.6
GRLR,619.68
GRLR,626.16
GRLR,664.8
GRLR,643.08
GRLR,574.8
GRLR,601.32
GRLR,610.8
GRLR,607.68
GRLR,611.76
GRLR,615.6
GRLR,667.68
GRLR,615.6
GRLR,638.28
GRLR,626.16
GRLR,637.92
GRLR,649.44
GRLR,646.92
GRLR,654.48
GRLR,603.6
GRLR,667.2
GRLR,483.24
GRLR,473.28
GRLR,462.6
GRLR,506.16
GRLR,502.44
GRLR,503.4
GRLR,485.28
GRLR,479.76
GRLR,517.44
GRLR,474.12
GRLR,542.88
GRLR,494.04
GRLR,514.2
GRLR,436.08
GRLR,463.56
GRLR,446.4
GRLR,469.44
GRLR,486.0
GRLR,486.96
GRLR,495.84
GRLR,504.72
GRLR,458.4
GRLR,560.16
GRLR,483.48
GRLR,457.32
GRLR,499.8
GRLR,460.08
GRLR,432.0
GRLR,462.0
GRLR,525.72
GRLR,501.48
GRLR,477.84
GRLR,482.28
GRLR,509.64
GRLR,485.64
GRLR,494.52
GRLR,493.68
GRLR,476.28
GRLR,450.96
GRLR,477.0
GRLR,481.92
GRLR,530.04
GRLR,498.84
GRLR,475.2
GRLR,516.36
GRLR,508.92
GRLR,498.48
GRLR,482.88
GRLR,486.24
GRLR,498.96
GRLR,430.32
GRLR,441.24
GRLR,517.32
GRLR,453.96
GRLR,472.32
GRLR,488.4
GRLR,462.96
GRLR,517.92
GRLR,468.72
GRLR,494.04
GRLR,476.16
GRLR,489.24
GRLR,516.96
GRLR,478.8
GRLR,464.4
GRLR,454.92
GRLR,481.68
GRLR,471.6
GRLR,514.56
GRLR,468.12
GRLR,464.88
GRLR,463.68
GRLR,454.2
GRLR,457.32
GRLR,490.08
GRLR,414.0
GRLR,455.76
GRLR,493.2
GRLR,497.52
GRLR,560.28
GRLR,493.08
GRLR,497.52
GRLR,498.6
GRLR,444.48
GRLR,486.72
GRLR,482.04
GRLR,473.64
GRLR,468.12
GRLR,489.84
GRLR,482.16
GRLR,466.2
GRLR,463.56
GRLR,511.2
GRLR,520.08
GRLR,476.64
GRLR,468.12
GRLR,516.48
GRLR,513.36
GRLR,435.12
GRLR,464.52
GRLR,542.4
GRLR,565.92
GRLR,563.76
GRLR,596.16
GRLR,579.72
GRLR,594.24
GRLR,615.36
GRLR,524.52
GRLR,577.32
GRLR,552.84
GRLR,559.2
GRLR,584.04
GRLR,561.0
GRLR,591.48
GRLR,584.16
GRLR,613.08
GRLR,586.92
GRLR,548.88
GRLR,578.16
GRLR,574.2
GRLR,591.96
GRLR,568.68
GRLR,584.4
GRLR,621.12
GRLR,553.68
GRLR,593.76
GRLR,588.48
GRLR,576.36
GRLR,537.24
GRLR,561.36
GRLR,555.0
GRLR,553.92
GRLR,556.32
GRLR,589.92
GRLR,585.36
GRLR,607.8
GRLR,560.28
GRLR,599.52
GRLR,574.92
GRLR,579.48
GRLR,598.44
GRLR,571.44
GRLR,609.84
GRLR,602.76
GRLR,577.92
GRLR,611.88
GRLR,556.44
GRLR,550.92
GRLR,541.68
GRLR,580.68
GRLR,575.4
GRLR,547.56
GRLR,558.48
GRLR,606.72
GRLR,612.24
GRLR,560.4
GRLR,575.04
GRLR,594.36
GRLR,555.48
GRLR,595.44
GRLR,559.44
GRLR,624.12
GRLR,582.48
GRLR,612.24
GRLR,611.28
GRLR,568.8
GRLR,531.36
GRLR,546.24
GRLR,573.6
GRLR,585.48
GRLR,525.0
GRLR,617.28
GRLR,556.44
GRLR,605.52
GRLR,586.08
GRLR,555.24
GRLR,562.68
GRLR,605.04
GRLR,584.52
GRLR,562.68
GRLR,513.72
GRLR,617.76
GRLR,586.44
GRLR,601.92
GRLR,576.24
GRLR,596.64
GRLR,534.72
GRLR,592.08
GRLR,593.52
GRLR,567.96
GRLR,541.92
GRLR,529.2
GRLR,596.52
GRLR,576.0
GRLR,605.64
GRLR,576.0
GRLR,626.76
GRLR,555.96
GRLR,545.64
GRLR,589.68
GRLR,577.56
GRLR,561.84
GRLR,545.64
GRLR,548.88
GRLR,530.64
GRLR,614.04
GRLR,576.12
GRLR,561.84
GRLR,563.52
GRLR,574.56
GRLR,504.96
GRLR,575.76
GRLR,567.84
GRLR,578.28
GRLR,558.48
GRLR,546.84
GRLR,562.68
GRLR,556.08
GRLR,529.2
GRLR,567.12
GRLR,595.32
GRLR,546.96
GRLR,553.56
GRLR,587.04
GRLR,527.52
GRLR,574.44
GRLR,524.88
GRLR,528.12
GRLR,545.76
GRLR,579.36
GRLR,590.64
GRLR,551.64
GRLR,531.12
GRLR,477.48
GRLR,584.64
GRLR,555.12
GRLR,540.36
GRLR,522.96
GRLR,522.6
GRLR,534.12
GRLR,532.92
GRLR,575.88
GRLR,552.96
GRLR,612.96
GRLR,573.12
GRLR,589.92
GRLR,587.16
GRLR,600.84
GRLR,573.48
GRLR,495.12
GRLR,536.88
GRLR,576.48
GRLR,556.68
GRLR,573.48
GRLR,564.72
GRLR,525.12
GRLR,587.16
GRLR,609.24
GRLR,569.76
GRLR,543.36
GRLR,613.92
GRLR,580.92
GRLR,586.44
GRLR,578.04
GRLR,474.24
GRLR,588.12
GRLR,580.68
GRLR,542.04
GRLR,540.12
GRLR,570.36
GRLR,578.28
GRLR,542.4
GRLR,527.88
GRLR,555.48
GRLR,546.0
GRLR,504.0
GRLR,579.12
GRLR,549.24
GRLR,520.44
GRLR,566.76
GRLR,522.48
GRLR,553.08
GRLR,566.4
GRLR,575.64
GRLR,579.6
GRLR,564.36
GRLR,548.64
GRLR,560.4
GRLR,544.32
GRLR,525.36
GRLR,586.08
GRLR,573.48
GRLR,561.96
GRLR,600.6
GRLR,569.52
GRLR,538.44
GRLR,583.2
GRLR,585.72
GRLR,531.6
GRLR,508.8
GRLR,506.28
GRLR,519.84
GRLR,551.88
GRLR,514.56
GRLR,562.56
GRLR,583.32
GRLR,537.96
GRLR,571.32
GRLR,543.84
GRLR,594.24
GRLR,506.28
GRLR,561.12
GRLR,615.36
GRLR,536.52
GRLR,533.88
GRLR,571.32
GRLR,537.36
GRLR,540.6
GRLR,579.24
GRLR,570.12
GRLR,585.0
GRLR,548.4
GRLR,569.64
GRLR,580.8
GRLR,555.12
GRLR,588.6
GRLR,551.4
GRLR,600.12
GRLR,615.72
GRLR,561.48
GRLR,581.88
GRLR,537.96
GRLR,523.56
GRLR,544.56
GRLR,532.92
GRLR,542.16
GRLR,472.44
GRLR,594.96
GRLR,561.48
GRLR,593.88
GRLR,574.8
GRLR,549.96
GRLR,596.16
GRLR,481.68
GRLR,553.8
GRLR,548.04
GRLR,601.92
GRLR,588.72
GRLR,627.6
GRLR,528.24
GRLR,539.64
GRLR,601.56
GRLR,550.32
GRLR,522.12
GRLR,556.32
GRLR,538.08
GRLR,551.16
GRLR,519.6
GRLR,553.2
GRLR,452.04
GRLR,554.4
GRLR,537.72
GRLR,576.12
GRLR,532.2
GRLR,523.56
GRLR,561.24
GRLR,574.44
GRLR,532.08
GRLR,554.4
GRLR,548.04
GRLR,516.36
GRLR,538.08
GRLR,555.36
GRLR,550.44
GRLR,545.76
GRLR,571.2
GRLR,598.32
GRLR,506.76
GRLR,508.08
GRLR,585.48
GRLR,616.56
GRLR,542.4
GRLR,595.08
GRLR,530.04
GRLR,579.0
GRLR,545.16
GRLR,539.28
GRLR,523.08
GRLR,564.0
GRLR,578.16
GRLR,556.92
GRLR,618.12
GRLR,600.36
GRLR,599.88
GRLR,551.16
GRLR,585.12
GRLR,574.92
GRLR,521.04
GRLR,519.12
GRLR,533.88
GRLR,534.84
GRLR,572.4
GRLR,545.4
GRLR,578.88
GRLR,539.76
GRLR,558.6
GRLR,581.4
GRLR,569.88
GRLR,526.8
GRLR,516.72
GRLR,528.84
GRLR,534.96
GRLR,548.16
GRLR,574.8
GRLR,544.56
GRLR,561.96
GRLR,532.92
GRLR,538.08
GRLR,538.8
GRLR,515.28
GRLR,563.04
GRLR,521.28
GRLR,546.12
GRLR,602.04
GRLR,557.88
GRLR,531.0
GRLR,564.72
GRLR,547.92
GRLR,600.6
GRLR,501.72
GRLR,566.76
GRLR,479.88
GRLR,501.36
GRLR,564.6
GRLR,526.2
GRLR,514.56
GRLR,611.28
GRLR,533.52
GRLR,541.92
GRLR,501.96
GRLR,559.2
GRLR,576.12
GRLR,545.28
GRLR,567.96
GRLR,531.24
GRLR,561.48
GRLR,527.64
GRLR,562.8
GRLR,571.68
GRLR,523.8
GRLR,562.56
GRLR,526.08
GRLR,527.4
GRLR,559.68
GRLR,558.36
GRLR,542.28
GRLR,524.16
GRLR,539.16
GRLR,520.2
GRLR,578.4
GRLR,536.88
GRLR,551.28
GRLR,612.12
GRLR,608.04
GRLR,517.08
GRLR,547.56
GRLR,541.68
GRLR,586.56
GRLR,492.0
GRLR,543.84
GRLR,522.84
GRLR,540.12
GRLR,535.08
GRLR,479.88
GRLR,520.32
GRLR,543.0
GRLR,541.68
GRLR,508.68
GRLR,623.88
GRLR,522.96
GRLR,565.8
GRLR,563.64
GRLR,553.08
GRLR,529.68
GRLR,541.44
GRLR,563.16
GRLR,555.48
GRLR,513.6
GRLR,556.92
GRLR,578.04
GRLR,560.04
GRLR,517.2
GRLR,545.88
GRLR,549.84
GRLR,552.0
GRLR,550.44
GRLR,514.44
GRLR,525.72
GRLR,593.4
GRLR,555.6
GRLR,577.08
GRLR,586.2
GRLR,629.4
GRLR,564.72
GRLR,533.4
GRLR,587.04
GRLR,550.44
GRLR,611.04
GRLR,582.24
GRLR,553.32
GRLR,529.32
GRLR,591.96
GRLR,576.84
GRLR,609.12
GRLR,553.68
GRLR,616.08
GRLR,551.04
GRLR,579.36
GRLR,551.4
GRLR,606.48
GRLR,579.24
GRLR,540.36
GRLR,572.28
GRLR,543.84
GRLR,573.24
GRLR,590.04
GRLR,579.72
GRLR,588.48
GRLR,610.44
GRLR,553.32
GRLR,546.48
GRLR,522.84
GRLR,576.48
GRLR,617.4
GRLR,520.32
GRLR,558.36
GRLR,539.4
GRLR,576.0
GRLR,580.68
GRLR,563.52
GRLR,553.08
GRLR,557.28
GRLR,547.68
GRLR,554.28
GRLR,623.88
GRLR,543.24
GRLR,537.0
GRLR,593.88
GRLR,521.16
GRLR,577.2
GRLR,592.56
GRLR,538.2
GRLR,601.56
GRLR,583.32
GRLR,558.6
GRLR,593.88
GRLR,590.04
GRLR,581.88
GRLR,568.2
GRLR,558.48
GRLR,533.28
GRLR,547.56
GRLR,582.48
GRLR,549.84
GRLR,586.68
GRLR,605.04
GRLR,538.8
GRLR,585.24
GRLR,502.8
GRLR,548.88
GRLR,531.0
GRLR,543.12
GRLR,556.32
GRLR,538.08
GRLR,574.8
GRLR,571.2
GRLR,539.88
GRLR,563.04
GRLR,578.04
GRLR,531.12
GRLR,561.0
GRLR,575.64
GRLR,608.76
GRLR,579.48
GRLR,588.48
GRLR,597.0
GRLR,589.2
GRLR,545.88
GRLR,558.24
GRLR,560.16
GRLR,552.0
GRLR,541.8
GRLR,586.56
GRLR,566.04
GRLR,598.8
GRLR,589.8
GRLR,602.28
GRLR,537.72
GRLR,551.16
GRLR,528.0
GRLR,480.72
GRLR,536.4
GRLR,544.68
GRLR,485.52
GRLR,502.56
GRLR,482.16
GRLR,494.04
GRLR,515.76
GRLR,519.12
GRLR,507.36
GRLR,540.24
GRLR,515.76
GRLR,511.2
GRLR,502.32
GRLR,497.28
GRLR,543.48
GRLR,527.52
GRLR,502.8
GRLR,539.76
GRLR,529.44
GRLR,510.96
GRLR,468.84
GRLR,539.16
GRLR,549.84
GRLR,518.64
GRLR,501.72
GRLR,460.56
GRLR,508.8
GRLR,520.2
GRLR,532.68
GRLR,515.64
GRLR,529.2
GRLR,538.44
GRLR,517.08
GRLR,501.72
GRLR,516.24
GRLR,529.92
GRLR,529.32
GRLR,530.64
GRLR,498.6
GRLR,531.84
GRLR,482.28
GRLR,471.84
GRLR,514.68
GRLR,500.64
GRLR,559.68
GRLR,493.2
GRLR,505.44
GRLR,477.6
GRLR,540.72
GRLR,495.72
GRLR,522.84
GRLR,494.76
GRLR,541.08
GRLR,504.84
GRLR,492.36
GRLR,495.48
GRLR,490.68
GRLR,515.64
GRLR,486.24
GRLR,513.84
GRLR,523.32
GRLR,486.24
GRLR,525.6
GRLR,508.08
GRLR,549.36
GRLR,543.72
GRLR,533.28
GRLR,531.84
GRLR,488.4
GRLR,454.32
GRLR,537.72
GRLR,526.32
GRLR,502.56
GRLR,507.12
GRLR,511.56
GRLR,492.24
GRLR,496.08
GRLR,572.04
GRLR,498.96
GRLR,511.44
GRLR,555.96
GRLR,520.56
GRLR,533.52
GRLR,505.2
GRLR,548.76
GRLR,490.68
GRLR,518.04
GRLR,550.92
GRLR,514.44
GRLR,500.64
GRLR,474.48
GRLR,476.64
GRLR,513.36
GRLR,499.56
GRLR,512.4
GRLR,465.12
GRLR,520.44
GRLR,504.96
GRLR,487.56
GRLR,540.96
GRLR,533.88
GRLR,577.68
GRLR,585.72
GRLR,567.36
GRLR,598.2
GRLR,554.52
GRLR,542.4
GRLR,536.16
GRLR,567.6
GRLR,558.72
GRLR,570.0
GRLR,573.48
GRLR,582.6
GRLR,560.52
GRLR,548.64
GRLR,563.28
GRLR,553.68
GRLR,549.12
GRLR,552.96
GRLR,589.2
GRLR,614.88
GRLR,551.52
GRLR,545.52
GRLR,552.0
GRLR,504.0
GRLR,532.08
GRLR,533.16
GRLR,538.2
GRLR,548.04
GRLR,551.76
GRLR,535.92
GRLR,589.92
GRLR,537.36
GRLR,537.72
GRLR,611.76
GRLR,563.16
GRLR,557.28
GRLR,552.6
GRLR,516.6
GRLR,571.2
GRLR,494.28
GRLR,565.08
GRLR,551.52
GRLR,517.08
GRLR,567.24
GRLR,559.8
GRLR,592.2
GRLR,578.76
GRLR,518.76
GRLR,590.4
GRLR,515.76
GRLR,543.84
GRLR,556.68
GRLR,557.4
GRLR,561.12
GRLR,511.8
GRLR,522.72
GRLR,579.84
GRLR,517.56
GRLR,569.88
GRLR,539.28
GRLR,543.72
GRLR,539.16
GRLR,543.72
GRLR,586.92
GRLR,553.92
GRLR,602.16
GRLR,555.6
GRLR,518.4
GRLR,502.68
GRLR,593.28
GRLR,567.12
GRLR,576.24
GRLR,549.48
GRLR,568.2
GRLR,547.92
GRLR,552.96
GRLR,541.8
GRLR,530.88
GRLR,537.6
GRLR,497.28
GRLR,577.2
GRLR,549.84
GRLR,517.32
GRLR,552.96
GRLR,543.72
GRLR,549.24
GRLR,594.96
GRLR,538.2
GRLR,594.84
GRLR,549.72
GRLR,545.52
GRLR,559.2
GRLR,555.96
GRLR,573.48
GRLR,588.6
GRLR,504.12
GRLR,561.0
GRLR,525.96
GRLR,521.16
GRLR,584.28
GRLR,542.88
GRLR,593.88
GRLR,599.88
GRLR,480.6
GRLR,632.16
GRLR,659.16
GRLR,564.72
GRLR,597.24
GRLR,589.08
GRLR,570.24
GRLR,575.28
GRLR,566.4
GRLR,583.08
GRLR,598.44
GRLR,603.96
GRLR,566.88
GRLR,664.8
GRLR,576.12
GRLR,606.84
GRLR,577.8
GRLR,545.4
GRLR,575.64
GRLR,664.92
GRLR,607.56
GRLR,598.32
GRLR,601.32
GRLR,541.8
GRLR,572.16
GRLR,602.28
GRLR,576.36
GRLR,627.6
GRLR,589.32
GRLR,565.8
GRLR,560.64
GRLR,560.52
GRLR,573.24
GRLR,603.0
GRLR,566.4
GRLR,598.68
GRLR,582.84
GRLR,610.8
GRLR,554.16
GRLR,597.36
GRLR,591.96
GRLR,592.92
GRLR,556.08
GRLR,569.64
GRLR,581.4
GRLR,584.88
GRLR,626.88
GRLR,525.84
GRLR,534.36
GRLR,604.8
GRLR,579.36
GRLR,604.32
GRLR,526.68
GRLR,556.2
GRLR,564.96
GRLR,543.36
GRLR,580.08
GRLR,626.28
GRLR,591.72
GRLR,539.52
GRLR,557.16
GRLR,561.36
GRLR,585.24
GRLR,560.28
GRLR,561.12
GRLR,566.04
GRLR,586.32
GRLR,507.6
GRLR,588.36
GRLR,585.12
GRLR,570.36
GRLR,585.12
GRLR,594.24
GRLR,532.92
GRLR,576.96
GRLR,602.16
GRLR,588.24
GRLR,584.16
GRLR,512.76
GRLR,532.56
GRLR,559.2
GRLR,576.0
GRLR,602.52
GRLR,618.96
GRLR,553.68
GRLR,562.44
GRLR,543.48
GRLR,548.52
GRLR,630.84
GRLR,555.6
GRLR,597.96
GRLR,525.84
GRLR,592.44
GRLR,572.4
GRLR,554.04
STSD,223.08
STSD,245.28
STSD,355.2
STSD,329.28
STSD,280.2
STSD,247.08
STSD,255.84
STSD,229.68
STSD,206.64
STSD,277.2
STSD,223.68
STSD,210.72
STSD,221.76
STSD,292.92
STSD,312.36
STSD,305.16
STSD,271.44
STSD,266.88
STSD,223.8
STSD,309.84
STSD,273.72
STSD,294.12
STSD,341.16
STSD,258.6
STSD,292.92
STSD,249.96
STSD,298.44
STSD,289.44
STSD,308.4
STSD,282.6
STSD,309.72
STSD,232.8
STSD,289.8
STSD,255.0
STSD,292.92
STSD,301.44
STSD,237.96
STSD,289.32
STSD,251.16
STSD,273.12
STSD,278.4
STSD,221.76
STSD,251.4
STSD,263.16
STSD,302.04
STSD,255.24
STSD,251.04
STSD,258.72
STSD,240.36
STSD,314.88
STSD,253.56
STSD,282.24
STSD,297.0
STSD,213.36
STSD,288.36
STSD,261.48
STSD,302.28
STSD,277.32
STSD,315.48
STSD,304.56
STSD,288.0
STSD,259.68
STSD,267.84
STSD,217.8
STSD,287.64
STSD,255.36
STSD,267.84
STSD,283.2
STSD,283.56
STSD,290.52
STSD,242.76
STSD,266.4
STSD,283.32
STSD,284.04
STSD,314.64
STSD,306.36
STSD,280.32
STSD,290.76
STSD,319.08
STSD,243.72
STSD,223.92
STSD,264.96
STSD,300.6
STSD,289.2
STSD,282.36
STSD,303.36
STSD,268.44
STSD,236.76
STSD,332.28
STSD,213.36
STSD,225.84
STSD,292.56
STSD,272.16
STSD,260.88
STSD,240.96
STSD,276.36
STSD,281.04
STSD,278.04
STSD,266.88
STSD,351.72
STSD,148.44
STSD,269.16
STSD,258.96
STSD,237.36
STSD,265.32
STSD,262.08
STSD,258.48
STSD,285.24
STSD,244.56
STSD,258.6
STSD,271.56
STSD,240.6
STSD,287.52
STSD,280.2
